79	Alba	LICEUL TEORETIC "PETRU MAIOR" OCNA MURES	2151310	Unitate de învăţământ	Liceu teoretic	Liceu	Unitate de învăţământ	Liceu teoretic
80	Alba	SCOALA GIMNAZIALA "TOMA COCISIU" BLAJ	303971	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
81	Alba	LICEUL TEORETIC TEIUS	308268	Unitate de învăţământ	Liceu teoretic	Liceu	Unitate de învăţământ	Liceu teoretic
82	Alba	SCOALA "SFANTUL IOSIF" ALBA IULIA	3049459	Unitate de învăţământ	Liceu teoretic	Liceu	Unitate de învăţământ	Liceu teoretic
83	Alba	CLUB SPORTIV SCOLAR BLAJ	500139	Unitate de învăţământ	Clubul sportiv şcolar	Club Sportiv Şcolar	Unitate de învăţământ	Clubul sportiv şcolar
84	Alba	GRADINITA CU PROGRAM NORMAL "LICURICI" ALBA IULIA	832931	Unitate de învăţământ	Gradiniţă cu program normal	Gradiniţă	Unitate de învăţământ	Gradiniţă cu program normal
85	Alba	CLUBUL COPIILOR BLAJ	12817394	Unitate de învăţământ	Clubul copiilor	Club al elevilor, palat al copiilor	Unitate de învăţământ	Clubul copiilor
86	Alba	GRADINITA CU PROGRAM PRELUNGIT "PRIMII PASI" AIUD	301533	Unitate de învăţământ	Gradiniţă cu program prelungit	Gradiniţă	Unitate de învăţământ	Gradiniţă cu program prelungit
87	Alba	SCOALA GIMNAZIALA "ION BIANU" VALEA LUNGA	307903	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
88	Alba	SCOALA GIMNAZIALA FARAU	305400	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
89	Alba	SCOALA GIMNAZIALA CILNIC	305278	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
90	Alba	SCOALA GIMNAZIALA "MIHAI EMINESCU" ALBA IULIA	1163043	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
91	Alba	SCOALA GIMNAZIALA "AVRAM IANCU " UNIREA	307800	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
92	Alba	SCOALA GIMNAZIALA "NICODIM GANEA" BISTRA	304901	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
93	Alba	SCOALA GIMNAZIALA PIANU DE SUS	1102996	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
94	Alba	SCOALA GIMNAZIALA PONOR	306662	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
95	Alba	SCOALA GIMNAZIALA MOGOS	306349	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
96	Alba	SCOALA GIMNAZIALA NR.3 CUGIR	1163067	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
97	Alba	SCOALA GIMNAZIALA STREMT	307460	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
98	Alba	SCOALA GIMNAZIALA INTREGALDE	305826	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
99	Alba	SCOALA GIMNAZIALA ALMASU MARE	304561	Unitate de învăţământ	Şcoala cu clasele I-VIII	Gimnaziu ( clasele I-VIII sau I-X)	Unitate de învăţământ	Şcoala cu clasele I-VIII
